,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
14388,05/01/19,2151,31,0,C14,0,52035,13/05/18,,1,2,534440,2
14389,06/01/19,2151,31,0,C14,0,52035,13/05/18,,1,2,0,2
14390,07/01/19,2151,31,0,C14,0,52035,13/05/18,,1,2,0,1
14391,08/01/19,2151,31,0,C14,0,52035,13/05/18,,1,2,0,1
14392,09/01/19,2151,32,0,C14,0,52035,13/05/18,,1,2,145650,1
14393,10/01/19,2151,32,0,C14,0,52035,13/05/18,,1,2,442020,2
14394,11/01/19,2151,32,0,C14,0,52035,13/05/18,,1,2,290650,2
14395,12/01/19,2151,32,0,C14,0,52035,13/05/18,,1,2,542320,2
14396,01/01/20,2151,32,0,C14,0,52035,13/05/18,,1,2,350000,1
14397,02/01/20,2151,32,0,C14,0,52035,13/05/18,,1,2,388810,1
14398,03/01/20,2151,32,0,C14,0,52035,13/05/18,03/06/20,1,2,0,1
14399,01/01/19,2152,28,1,C22,2,27194,14/09/18,,1,1,50000,1
14400,02/01/19,2152,28,1,C22,2,27194,14/09/18,15/02/19,1,1,0,1
14401,10/01/20,2153,30,1,C11,1,80499,16/10/20,,2,2,0,1
14402,11/01/20,2153,30,1,C11,1,80499,16/10/20,,2,2,0,1
14403,12/01/20,2153,30,1,C11,1,80499,16/10/20,,2,2,201770,1
14404,01/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14405,02/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14406,03/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14407,04/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14408,05/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14409,06/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14410,07/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14411,08/01/19,2154,40,0,C25,2,153766,01/03/16,,5,5,0,1
14412,09/01/19,2154,41,0,C25,2,153766,01/03/16,,5,5,0,1
14413,10/01/19,2154,41,0,C25,2,153766,01/03/16,15/10/19,5,5,0,1
14414,01/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,233540,1
14415,02/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,142360,1
14416,03/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,100140,1
14417,04/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,145050,2
14418,05/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,153690,2
14419,06/01/19,2155,36,0,C29,2,42772,30/10/18,,1,1,0,2
14420,07/01/19,2155,36,0,C29,2,42772,30/10/18,28/06/19,1,1,0,1
14421,01/01/19,2156,33,1,C5,2,82046,10/12/18,,2,2,250000,2
14422,02/01/19,2156,33,1,C5,2,82046,10/12/18,,2,2,395500,2
14423,03/01/19,2156,33,1,C5,2,82046,10/12/18,,2,2,994410,2
14424,04/01/19,2156,34,1,C5,2,82046,10/12/18,,2,2,0,1
14425,05/01/19,2156,34,1,C5,2,82046,10/12/18,23/05/19,2,2,0,1
14426,01/01/19,2157,36,1,C10,0,46480,29/05/18,,2,2,100500,1
14427,02/01/19,2157,36,1,C10,0,46480,29/05/18,,2,2,116310,1
14428,03/01/19,2157,36,1,C10,0,46480,29/05/18,24/03/19,2,2,0,1
14429,01/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,155600,2
14430,02/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,423530,2
14431,03/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,1026290,2
14432,04/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,101610,1
14433,05/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,136100,1
14434,06/01/19,2159,35,1,C29,1,42813,07/03/18,,1,1,-489780,1
14435,07/01/19,2159,35,1,C29,1,42813,07/03/18,07/04/19,1,1,0,1
14436,06/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,0,1
14437,07/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,0,2
14438,08/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,450490,2
14439,09/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,300700,2
14440,10/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,1072300,2
14441,11/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,200000,2
14442,12/01/19,2160,36,1,C8,2,66650,20/06/19,,2,2,150460,2
14443,01/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,157440,3
14444,02/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,1095670,3
14445,03/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,2419520,3
14446,04/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,0,3
14447,05/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,850000,3
14448,06/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,600000,3
14449,07/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,559700,3
14450,08/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,1355810,3
14451,09/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,717350,3
14452,10/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,301500,2
14453,11/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,273840,2
14454,12/01/20,2160,37,1,C8,2,66650,20/06/19,,2,2,300000,2
14455,07/01/19,2161,38,0,C19,1,32871,28/06/19,,3,3,0,1
14456,08/01/19,2161,39,0,C19,1,32871,28/06/19,,3,3,0,1
14457,09/01/19,2161,39,0,C19,1,32871,28/06/19,,3,3,0,1
14458,10/01/19,2161,39,0,C19,1,32871,28/06/19,,3,3,1008230,1
14459,11/01/19,2161,39,0,C19,1,32871,28/06/19,,3,3,0,1
14460,12/01/19,2161,39,0,C19,1,32871,28/06/19,19/12/19,3,3,-596570,1
14461,01/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,3120990,4
14462,02/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,707430,4
14463,03/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,749360,4
14464,04/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,0,3
14465,05/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,587400,3
14466,06/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,145570,3
14467,07/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,154450,2
14468,08/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,0,2
14469,09/01/19,2162,37,0,C23,1,31809,05/06/16,,1,1,350290,2
14470,10/01/19,2162,38,0,C23,1,31809,05/06/16,,1,1,253600,1
14471,11/01/19,2162,38,0,C23,1,31809,05/06/16,,1,1,0,1
14472,12/01/19,2162,38,0,C23,1,31809,05/06/16,,1,1,0,1
14473,01/01/20,2162,38,0,C23,1,31809,05/06/16,,1,1,433190,1
14474,02/01/20,2162,38,0,C23,1,31809,05/06/16,,1,1,-154200,1
14475,03/01/20,2162,38,0,C23,1,31809,05/06/16,,1,1,250600,1
14476,04/01/20,2162,38,0,C23,1,31809,05/06/16,,1,1,0,1
14477,05/01/20,2162,38,0,C23,1,31809,05/06/16,18/05/20,1,1,0,1
14478,10/01/19,2163,32,0,C11,1,55700,28/09/19,,1,1,0,1
14479,11/01/19,2163,32,0,C11,1,55700,28/09/19,,1,1,0,1
14480,12/01/19,2163,32,0,C11,1,55700,28/09/19,12/03/19,1,1,0,1
14481,11/01/19,2164,22,0,C15,1,35943,18/11/19,,1,1,0,1
14482,12/01/19,2164,22,0,C15,1,35943,18/11/19,,1,1,0,1
14483,01/01/20,2164,23,0,C15,1,35943,18/11/19,,1,1,165440,1
14484,02/01/20,2164,23,0,C15,1,35943,18/11/19,17/02/20,1,1,0,1
14485,08/01/19,2165,37,1,C23,0,45604,18/08/19,,1,1,0,1
14486,09/01/19,2165,37,1,C23,0,45604,18/08/19,,1,1,0,1
14487,10/01/19,2165,37,1,C23,0,45604,18/08/19,10/03/19,1,1,0,1
14488,01/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,815180,3
14489,02/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,920330,3
14490,03/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,1299030,3
14491,04/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,375870,3
14492,05/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,361900,3
14493,06/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,447190,3
14494,07/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,632590,2
14495,08/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,94500,2
14496,09/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,275000,2
14497,10/01/19,2166,41,0,C29,2,31780,07/09/18,,1,1,350880,3
14498,11/01/19,2166,42,0,C29,2,31780,07/09/18,,1,1,666680,3
14499,12/01/19,2166,42,0,C29,2,31780,07/09/18,,1,1,550180,3
14500,01/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,700510,3
14501,02/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,676810,3
14502,03/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,1236110,3
14503,04/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,151120,3
14504,05/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,472520,3
14505,06/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,452400,3
14506,07/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,777000,3
14507,08/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,690240,3
14508,09/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,285140,3
14509,10/01/20,2166,42,0,C29,2,31780,07/09/18,,1,1,469160,3
14510,11/01/20,2166,43,0,C29,2,31780,07/09/18,,1,1,153400,3
14511,12/01/20,2166,43,0,C29,2,31780,07/09/18,,1,1,736480,3
14512,01/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,573760,2
14513,02/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,991870,2
14514,03/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,645270,2
14515,04/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,120110,2
14516,05/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,521260,2
14517,06/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,120250,2
14518,07/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,517630,2
14519,08/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,150570,2
14520,09/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,523490,2
14521,10/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,411480,2
14522,11/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,275590,2
14523,12/01/19,2167,38,0,C1,1,70714,27/04/16,,1,2,372850,2
14524,01/01/20,2167,39,0,C1,1,70714,27/04/16,20/01/20,1,2,1374470,3
14525,01/01/19,2168,38,0,C25,1,50801,27/11/17,,1,1,370330,3
14526,02/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,1393480,3
14527,03/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,1520640,3
14528,04/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,690,3
14529,05/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,345480,3
14530,06/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,445540,3
14531,07/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,254330,3
14532,08/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,216600,3
14533,09/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,1441050,3
14534,10/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,300850,3
14535,11/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,514940,3
14536,12/01/19,2168,39,0,C25,1,50801,27/11/17,,1,1,436840,3
14537,01/01/20,2168,39,0,C25,1,50801,27/11/17,,1,1,300390,3
14538,02/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,572310,3
14539,03/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,2459730,3
14540,04/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,270630,2
14541,05/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,429660,2
14542,06/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,270730,2
14543,07/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,343300,2
14544,08/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,300200,2
14545,09/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,648720,2
14546,10/01/20,2168,,0,C25,1,50801,27/11/17,,1,1,550090,2
14547,11/01/20,2168,40,0,C25,1,50801,27/11/17,,1,1,200080,2
14548,12/01/20,2168,40,0,C25,1,50801,27/11/17,23/12/20,1,1,350160,2
14549,06/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,0,1
14550,07/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,0,2
14551,08/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,404950,2
14552,09/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,351700,2
14553,10/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,367550,1
14554,11/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,0,1
14555,12/01/20,2169,28,1,C7,0,133579,27/06/20,,3,3,0,1
14556,01/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,352760,2
14557,02/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,483520,2
14558,03/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,638490,2
14559,04/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,339350,2
14560,05/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,0,2
14561,06/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,126390,2
14562,07/01/19,2170,30,0,C14,2,52196,22/10/18,,1,1,200000,1
14563,08/01/19,2170,30,0,C14,2,52196,22/10/18,08/08/19,1,1,0,1
14564,07/01/19,2171,35,0,C17,0,55777,07/02/19,22/07/19,3,3,0,1
14565,01/01/19,2172,27,0,C9,0,53105,02/10/17,,1,2,0,1
14566,02/01/19,2172,27,0,C9,0,53105,02/10/17,19/02/19,1,2,0,1
14567,04/01/20,2173,43,0,C25,1,64370,04/10/20,,3,3,0,1
14568,05/01/20,2173,43,0,C25,1,64370,04/10/20,17/05/20,3,3,0,1
14569,01/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,617070,3
14570,02/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,320130,3
14571,03/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,1164300,3
14572,04/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,100000,3
14573,05/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,307390,3
14574,06/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,756870,3
14575,07/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,150610,2
14576,08/01/19,2174,40,0,C20,0,19371,18/05/18,,1,1,302860,2
14577,09/01/19,2174,41,0,C20,0,19371,18/05/18,,1,1,255210,2
14578,10/01/19,2174,41,0,C20,0,19371,18/05/18,,1,1,150880,2
14579,11/01/19,2174,41,0,C20,0,19371,18/05/18,,1,1,351810,2
14580,12/01/19,2174,41,0,C20,0,19371,18/05/18,16/12/19,1,1,150250,2
14581,07/01/20,2175,41,0,C29,2,101223,22/07/20,,4,4,0,1
14582,08/01/20,2175,41,0,C29,2,101223,22/07/20,,4,4,483050,1
14583,09/01/20,2175,41,0,C29,2,101223,22/07/20,,4,4,478130,1
14584,10/01/20,2175,41,0,C29,2,101223,22/07/20,,4,4,0,1
14585,11/01/20,2175,41,0,C29,2,101223,22/07/20,31/10/20,4,4,0,1
14586,01/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14587,02/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14588,03/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14589,04/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14590,05/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14591,06/01/19,2176,29,0,C25,1,50029,05/06/16,,1,1,0,1
14592,07/01/19,2176,30,0,C25,1,50029,05/06/16,,1,1,0,1
14593,08/01/19,2176,30,0,C25,1,50029,05/06/16,,1,1,0,1
14594,09/01/19,2176,30,0,C25,1,50029,05/06/16,,1,1,0,1
14595,10/01/19,2176,30,0,C25,1,50029,05/06/16,,1,1,0,1
14596,11/01/19,2176,30,0,C25,1,50029,05/06/16,17/11/19,1,1,0,1
14597,07/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,0,2
14598,08/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,871660,2
14599,09/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,0,2
14600,10/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,903030,3
14601,11/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,307100,3
14602,12/01/20,2178,33,1,C11,1,69971,07/06/20,,2,2,506060,3
14603,01/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,1640990,3
14604,02/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,1099050,3
14605,03/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,1598150,3
14606,04/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,418680,3
14607,05/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,330160,3
14608,06/01/19,2179,30,1,C22,1,59105,25/04/16,,1,2,316950,3
14609,07/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,361520,3
14610,08/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,270860,3
14611,09/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,932480,3
14612,10/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,896490,3
14613,11/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,484370,3
14614,12/01/19,2179,31,1,C22,1,59105,25/04/16,,1,2,564620,3
14615,01/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,1164360,3
14616,02/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,543120,3
14617,03/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,1782520,3
14618,04/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,250230,3
14619,05/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,985790,3
14620,06/01/20,2179,31,1,C22,1,59105,25/04/16,,1,2,594150,3
14621,07/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,774140,3
14622,08/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,272950,3
14623,09/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,573390,3
14624,10/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,273690,3
14625,11/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,859570,3
14626,12/01/20,2179,32,1,C22,1,59105,25/04/16,,1,2,1047870,3
14627,01/01/19,2180,39,0,C22,0,11889,25/08/18,,1,1,113520,2
14628,02/01/19,2180,39,0,C22,0,11889,25/08/18,,1,1,253700,2
14629,03/01/19,2180,39,0,C22,0,11889,25/08/18,,1,1,506630,2
14630,04/01/19,2180,39,0,C22,0,11889,25/08/18,,1,1,0,1
14631,05/01/19,2180,39,0,C22,0,11889,25/08/18,23/05/19,1,1,0,1
14632,11/01/19,2181,35,1,C24,1,47440,24/11/19,,2,2,0,1
14633,12/01/19,2181,35,1,C24,1,47440,24/11/19,,2,2,0,1
14634,01/01/20,2181,35,1,C24,1,47440,24/11/19,19/01/20,2,2,0,1
14635,01/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,623330,3
14636,02/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,793270,3
14637,03/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,993710,3
14638,04/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,128280,3
14639,05/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,535460,3
14640,06/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,259340,3
14641,07/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,1132270,4
14642,08/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,642640,4
14643,09/01/19,2182,23,1,C3,0,40437,17/07/18,,1,1,443920,4
14644,10/01/19,2182,24,1,C3,0,40437,17/07/18,,1,1,0,2
14645,11/01/19,2182,24,1,C3,0,40437,17/07/18,,1,1,459990,2
14646,12/01/19,2182,24,1,C3,0,40437,17/07/18,,1,1,223280,2
14647,01/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,203280,1
14648,02/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,282400,1
14649,03/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,180600,1
14650,04/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,250360,2
14651,05/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,153520,2
14652,06/01/20,2182,24,1,C3,0,40437,17/07/18,,1,1,0,2
14653,07/01/20,2182,24,1,C3,0,40437,17/07/18,07/03/20,1,1,0,1
14654,07/01/20,2183,40,1,C10,1,29450,27/06/20,,3,3,0,1
14655,08/01/20,2183,40,1,C10,1,29450,27/06/20,,3,3,0,1
14656,09/01/20,2183,40,1,C10,1,29450,27/06/20,19/09/20,3,3,0,1
14657,01/01/19,2186,28,1,C8,2,70246,13/08/16,,1,2,305790,2
14658,02/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,732430,2
14659,03/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,969580,2
14660,04/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,339370,2
14661,05/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,101750,2
14662,06/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,146050,2
14663,07/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,1020880,3
14664,08/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,304600,3
14665,09/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,952460,3
14666,10/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,695380,2
14667,11/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,150360,2
14668,12/01/19,2186,29,1,C8,2,70246,13/08/16,,1,2,194190,2
14669,01/01/20,2186,29,1,C8,2,70246,13/08/16,,1,2,534630,2
14670,02/01/20,2186,30,1,C8,2,70246,13/08/16,,1,2,306250,2
14671,03/01/20,2186,30,1,C8,2,70246,13/08/16,,1,2,1632090,2
14672,04/01/20,2186,30,1,C8,2,70246,13/08/16,,1,2,390290,2
14673,05/01/20,2186,30,1,C8,2,70246,13/08/16,,1,2,154540,2
14674,06/01/20,2186,30,1,C8,2,70246,13/08/16,13/06/20,1,2,0,2
14675,06/01/19,2187,30,0,C20,0,25510,15/06/19,,1,1,0,1
14676,07/01/19,2187,31,0,C20,0,25510,15/06/19,,1,1,0,1
14677,08/01/19,2187,31,0,C20,0,25510,15/06/19,,1,1,0,1
14678,09/01/19,2187,31,0,C20,0,25510,15/06/19,,1,1,0,1
14679,10/01/19,2187,31,0,C20,0,25510,15/06/19,28/10/19,1,1,0,1
14680,08/01/20,2188,41,1,C11,0,94440,08/09/20,,4,4,0,1
14681,09/01/20,2188,41,1,C11,0,94440,08/09/20,,4,4,0,1
14682,10/01/20,2188,41,1,C11,0,94440,08/09/20,,4,4,0,1
14683,11/01/20,2188,42,1,C11,0,94440,08/09/20,,4,4,193240,1
14684,12/01/20,2188,42,1,C11,0,94440,08/09/20,,4,4,193220,1
14685,01/01/19,2189,42,1,C9,1,145116,23/10/13,,2,4,301420,2
14686,02/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,278430,2
14687,03/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,3040110,2
14688,04/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,421820,3
14689,05/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,545850,3
14690,06/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,911100,3
14691,07/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,2711180,3
14692,08/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,0,3
14693,09/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,300000,3
14694,10/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,900010,1
14695,11/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,0,1
14696,12/01/19,2189,43,1,C9,1,145116,23/10/13,,2,4,300000,1
14697,01/01/20,2189,43,1,C9,1,145116,23/10/13,,2,4,554840,2
14698,02/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,1245250,2
14699,03/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,3749090,2
14700,04/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,0,1
14701,05/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,214400,1
14702,06/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,264620,1
14703,07/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,860290,2
14704,08/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,1832490,2
14705,09/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,244900,2
14706,10/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,792830,2
14707,11/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,1245360,2
14708,12/01/20,2189,44,1,C9,1,145116,23/10/13,,2,4,1032890,2
14709,01/01/19,2190,28,0,C7,1,62955,25/04/16,,1,2,0,1
14710,02/01/19,2190,28,0,C7,1,62955,25/04/16,,1,2,144200,1
14711,03/01/19,2190,28,0,C7,1,62955,25/04/16,17/03/19,1,2,0,1
14712,11/01/20,2191,29,0,C26,1,30960,30/10/20,,1,1,0,1
14713,12/01/20,2191,29,0,C26,1,30960,30/10/20,,1,1,150040,1
14714,10/01/19,2192,38,0,C19,1,106428,10/07/19,,3,3,0,1
14715,11/01/19,2192,38,0,C19,1,106428,10/07/19,,3,3,0,1
14716,12/01/19,2192,38,0,C19,1,106428,10/07/19,,3,3,0,1
14717,01/01/20,2192,38,0,C19,1,106428,10/07/19,,3,3,0,1
14718,02/01/20,2192,39,0,C19,1,106428,10/07/19,,3,3,0,1
14719,03/01/20,2192,39,0,C19,1,106428,10/07/19,,3,3,0,1
14720,04/01/20,2192,39,0,C19,1,106428,10/07/19,04/05/20,3,3,0,1
14721,12/01/19,2193,35,0,C29,2,84266,12/12/19,,3,3,0,1
14722,01/01/20,2193,35,0,C29,2,84266,12/12/19,,3,3,0,4
14723,02/01/20,2193,35,0,C29,2,84266,12/12/19,,3,3,0,4
14724,03/01/20,2193,35,0,C29,2,84266,12/12/19,,3,3,8923020,4
14725,04/01/20,2193,35,0,C29,2,84266,12/12/19,,3,3,0,2
14726,05/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,550940,2
14727,06/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,0,2
14728,07/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,828730,3
14729,08/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,0,3
14730,09/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,1709960,3
14731,10/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,700,2
14732,11/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,515360,2
14733,12/01/20,2193,36,0,C29,2,84266,12/12/19,,3,3,834890,2
